"商品名","分词结果","品牌词","品牌数","类别词","类别数","原始类别","原始品牌","商品CODE","rand","标注类别词"
"【艺福堂】乌龙茶 台湾 人参乌龙茶 0015 随手泡80g","【, 艺福堂, 】, 乌龙茶, 台湾, 人参, 乌龙茶, 0015, 随手, 泡, 80g","艺福堂","1","乌龙茶, 人参, 乌龙茶","3","0-5135-17242-17244:食品、饮料、酒水-地方特产-台湾特产","艺福堂","11111947","0","乌龙茶"
"【艺福堂】乌龙茶 台湾 人参乌龙茶 0016 随手泡 80g","【, 艺福堂, 】, 乌龙茶, 台湾, 人参, 乌龙茶, 0016, 随手, 泡, 80g","艺福堂","1","乌龙茶, 人参, 乌龙茶","3","0-5135-17242-17244:食品、饮料、酒水-地方特产-台湾特产","艺福堂","11111970","0","乌龙茶"
"【艺福堂】乌龙茶 台湾春池 特级人参乌龙茶 0014 清香型 品尝装","【, 艺福堂, 】, 乌龙茶, 台湾, 春, 池, 特级, 人参, 乌龙茶, 0014, 清, 香型, 品尝, 装","艺福堂","1","乌龙茶, 人参, 乌龙茶","3","0-5135-17242-17244:食品、饮料、酒水-地方特产-台湾特产","艺福堂","11098058","0","乌龙茶"
"【艺福堂】明前新茶叶特级茉莉金玉环(女儿环)品尝装5克/袋","【, 艺福堂, 】, 明, 前, 新, 茶叶, 特级, 茉莉, 金, 玉环, (, 女儿, 环, ), 品尝, 装, 5, 克, /, 袋","艺福堂","1","茶叶","1","0-5135-17242-17244:食品、饮料、酒水-地方特产-台湾特产","艺福堂","10724853","0","茶叶"
"【艺福堂】精选茗茶-上品台湾A级0014清香人参乌龙茶","【, 艺福堂, 】, 精选, 茗茶, -, 上品, 台湾, A, 级, 0014, 清香, 人参, 乌龙茶","艺福堂","1","人参, 乌龙茶","2","0-5135-17242-17244:食品、饮料、酒水-地方特产-台湾特产","艺福堂","10725196","0","乌龙茶"
"【艺福堂】精选茗茶/乌龙茶/台湾春池0015人参乌龙茶 滋味醇厚回甘好","【, 艺福堂, 】, 精选, 茗茶, /, 乌龙茶, /, 台湾, 春, 池, 0015, 人参, 乌龙茶, 滋味, 醇厚, 回, 甘, 好","艺福堂","1","乌龙茶, 人参, 乌龙茶","3","0-5135-17242-17244:食品、饮料、酒水-地方特产-台湾特产","艺福堂","11111958","0","乌龙茶"
"【艺福堂】茗茶系列 乌龙茶 台湾 人参乌龙茶 0016 100g","【, 艺福堂, 】, 茗茶, 系列, 乌龙茶, 台湾, 人参, 乌龙茶, 0016, 100g","艺福堂","1","乌龙茶, 人参, 乌龙茶","3","0-5135-17242-17244:食品、饮料、酒水-地方特产-台湾特产","艺福堂","11111969","0","乌龙茶"
"包邮【艺福堂】乌龙茶 台湾春池 特级人参乌龙茶 0015 清香型 品尝装","包, 邮, 【, 艺福堂, 】, 乌龙茶, 台湾, 春, 池, 特级, 人参, 乌龙茶, 0015, 清, 香型, 品尝, 装","艺福堂","1","乌龙茶, 人参, 乌龙茶","3","0-5135-17242-17244:食品、饮料、酒水-地方特产-台湾特产","艺福堂","11064338","0","乌龙茶"
"包邮 泰国进口 金啦哩顶级香脆椰子片40克*6","包, 邮, 泰国, 进口, 金啦哩, 顶级, 香脆, 椰子, 片, 40, 克, *, 6","金啦哩","99999","","0","0-5135-17242-17244:食品、饮料、酒水-地方特产-台湾特产","金啦哩","11362462","0","椰子"
"包邮 台湾三叔公雪之恋手造麻薯180克*3盒 6口味随机发","包, 邮, 台湾, 三叔公, 雪之恋, 手, 造, 麻薯, 180, 克, *, 3, 盒, 6, 口味, 随机, 发","台湾","1","盒","1","0-5135-17242-17244:食品、饮料、酒水-地方特产-台湾特产","雪之恋","11178088","0",""
"包邮【重庆特产】宋大妈山椒凤瓜 独立小包装 散称500克","包, 邮, 【, 重庆特产, 】, 宋大妈, 山椒, 凤, 瓜, 独立, 小, 包装, 散, 称, 500, 克","宋大妈","1","重庆特产","1","0-5135-17242-17246:食品、饮料、酒水-地方特产-重庆特产","宋大妈","11058585","0",""
"包邮【重庆特产】宋大妈香卤豆干250g","包, 邮, 【, 重庆特产, 】, 宋大妈, 香, 卤, 豆, 干, 250g","宋大妈","1","重庆特产","1","0-5135-17242-17246:食品、饮料、酒水-地方特产-重庆特产","宋大妈","11099346","0",""
"【南京特产】jiya500g桂花风味盐水鸭（半只装）","【, 南京, 特产, 】, jiya500g, 桂花, 风味, 盐, 水鸭, （, 半, 只装, ）","桂花","99999","南京, 特产, 盐","3","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","jiya","10717905","0","南京, 水鸭"
"【南京特产】jiya桂花风味盐水鸭礼盒1kg","【, 南京, 特产, 】, jiya, 桂花, 风味, 盐, 水鸭, 礼盒, 1kg","jiya","99999","南京, 特产, 盐, 礼盒","4","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","jiya","10717892","0","南京, 水鸭"
"【南京特产】jiya老作坊特级盐水鸭","【, 南京, 特产, 】, jiya, 老, 作坊, 特级, 盐, 水鸭","jiya","1","南京, 特产, 盐","3","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","jiya","10717916","0","南京"
"【南京特产】送礼佳品 jiya低盐嫩化桂花盐水鸭1kg","【, 南京, 特产, 】, 送礼, 佳品, jiya, 低, 盐, 嫩, 化, 桂花, 盐, 水鸭, 1kg","jiya","99999","南京, 特产, 盐, 盐","4","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","jiya","10717927","0","南京, 水鸭"
"【南京特产】 三鸿1250g定量板鸭(生品)","【, 南京, 特产, 】, 三鸿, 1250g, 定量, 板鸭, (, 生, 品, )","三鸿","1","南京, 特产","2","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","10718077","0","南京"
"【南京特产】三鸿420g袋装风干香肚（4只装）","【, 南京, 特产, 】, 三鸿, 420g, 袋装, 风干, 香, 肚, （, 4, 只装, ）","三鸿","1","南京, 特产","2","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","10717949","0","南京"
"【南京特产】真空包装五香猪尾 200g","【, 南京, 特产, 】, 真空, 包装, 五香, 猪尾, 200g","","0","南京, 特产","2","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","10717950","0","南京"
"【南京特产】真空包装卤口条 200g","【, 南京, 特产, 】, 真空, 包装, 卤, 口条, 200g","","0","南京, 特产","2","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","10718044","0","南京"
"【南京特产】真空包装卤猪耳 200g","【, 南京, 特产, 】, 真空, 包装, 卤, 猪, 耳, 200g","","0","南京, 特产","2","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","10718000","0","南京"
"【南京特产】真空包装卤猪肚 200g","【, 南京, 特产, 】, 真空, 包装, 卤, 猪肚, 200g","","0","南京, 特产","2","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","10717961","0","南京"
"【南京特产】真空包装盐水鸭 950g","【, 南京, 特产, 】, 真空, 包装, 盐, 水鸭, 950g","","99999","南京, 特产, 盐","3","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","10718099","0","南京, 水鸭"
"【南京特产】真空包装盐水鸭肫 200g","【, 南京, 特产, 】, 真空, 包装, 盐水, 鸭肫, 200g","","0","南京, 特产","2","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","10718066","0","南京"
"【南京特产】真空包装腊香百味鸡 600g","【, 南京, 特产, 】, 真空, 包装, 腊, 香, 百, 味, 鸡, 600g","","0","南京, 特产","2","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","10718055","0","南京"
"【南京特产】真空包装苏式拆烧 200g","【, 南京, 特产, 】, 真空, 包装, 苏式, 拆, 烧, 200g","","0","南京, 特产","2","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","10717994","0","南京"
"【南京特产】真空包装香辣味酱鸭头150g","【, 南京, 特产, 】, 真空, 包装, 香, 辣味, 酱, 鸭头, 150g","","0","南京, 特产","2","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","10718033","0","南京"
"【南京特产】真空包装香辣味酱鸭翅120g","【, 南京, 特产, 】, 真空, 包装, 香, 辣味, 酱鸭, 翅, 120g","","99999","南京, 特产","2","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","10718022","0","南京, 酱鸭"
"【南京特产】真空包装香辣味酱鸭颈120g","【, 南京, 特产, 】, 真空, 包装, 香, 辣味, 酱鸭, 颈, 120g","","99999","南京, 特产","2","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","10718011","0","南京, 酱鸭"
"【江苏名牌】三鸿300g台湾风味香肠","【, 江苏, 名牌, 】, 三鸿, 300g, 台湾, 风味, 香肠","三鸿","1","香肠","1","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","10717972","0",""
"【江苏名牌】三鸿300g金陵风味香肠","【, 江苏, 名牌, 】, 三鸿, 300g, 金陵, 风味, 香肠","三鸿","1","香肠","1","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","10717983","0",""
"【江苏名牌】三鸿500g风干香肠","【, 江苏, 名牌, 】, 三鸿, 500g, 风干, 香肠","三鸿","1","香肠","1","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","10717938","0",""
"【江苏名牌】三鸿70g苏式肉松","【, 江苏, 名牌, 】, 三鸿, 70g, 苏式, 肉松","三鸿","1","肉松","1","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","10718431","0",""
"【江苏名牌】三鸿肉松140g营养肉松（强化活性钙）","【, 江苏, 名牌, 】, 三鸿, 肉松, 140g, 营养, 肉松, （, 强化, 活性, 钙, ）","三鸿","1","肉松, 营养, 肉松","3","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","10718475","0","肉松"
"【江苏名牌】三鸿肉松217g台湾风味肉松","【, 江苏, 名牌, 】, 三鸿, 肉松, 217g, 台湾, 风味, 肉松","三鸿","1","肉松, 肉松","2","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","10718395","0",""
"【江苏名牌】三鸿肉松45g台湾风味肉松","【, 江苏, 名牌, 】, 三鸿, 肉松, 45g, 台湾, 风味, 肉松","三鸿","1","肉松, 肉松","2","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","10718419","0",""
"三鸿120g婴童配方原味肉酥（宝宝辅食）","三鸿, 120g, 婴童, 配方, 原味, 肉, 酥, （, 宝宝, 辅食, ）","三鸿","1","婴童","1","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","10718522","0","婴童"
"三鸿120g婴童配方高钙肉酥（宝宝辅食）","三鸿, 120g, 婴童, 配方, 高钙, 肉, 酥, （, 宝宝, 辅食, ）","三鸿","1","婴童","1","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","10718373","0","婴童"
"三鸿150g无糖肉酥","三鸿, 150g, 无, 糖, 肉, 酥","三鸿","1","糖","1","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","10718453","0",""
"三鸿台湾风味肉酥 150g","三鸿, 台湾, 风味, 肉, 酥, 150g","三鸿","1","","0","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","10718442","0",""
"三鸿咸蛋礼盒装18只装","三鸿, 咸蛋, 礼盒装, 18, 只装","三鸿","1","","0","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","11217791","0",""
"三鸿熟咸蛋礼盒装 26只装","三鸿, 熟, 咸蛋, 礼盒装, 26, 只装","三鸿","1","","0","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","11217804","0",""
"三鸿袋装熟咸蛋8只装","三鸿, 袋装, 熟, 咸蛋, 8, 只装","三鸿","1","","0","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","三鸿","11194959","0",""
"【南京特产】白鹭牌1000g熟板鸭","【, 南京, 特产, 】, 白鹭, 牌, 1000g, 熟, 板鸭","白鹭","1","南京, 特产","2","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","白鹭","10717789","0","南京"
"【送礼必备】 南京特产 南京好礼 1500g","【, 送礼, 必备, 】, 南京, 特产, 南京, 好, 礼, 1500g","","0","南京, 特产, 南京","3","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","白鹭","10717778","0","南京"
"【送礼必备】 南京特产 非常鸡鸭1+1 礼盒 1600g","【, 送礼, 必备, 】, 南京, 特产, 非常, 鸡鸭, 1+1, 礼盒, 1600g","","0","南京, 特产, 礼盒","3","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","白鹭","10717790","0","南京"
"【送礼必备】南京特产 鸭全宴礼盒 1080g","【, 送礼, 必备, 】, 南京, 特产, 鸭, 全, 宴, 礼盒, 1080g","","0","南京, 特产, 礼盒","3","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","白鹭","10717814","0","南京"
"【老南京特产】南京腊梅牌1000g香肠","【, 老, 南京, 特产, 】, 南京, 腊梅, 牌, 1000g, 香肠","腊梅","1","南京, 特产, 南京, 香肠","4","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","腊梅","10717132","0","南京"
"【老南京特产】南京腊梅牌250g枣肠","【, 老, 南京, 特产, 】, 南京, 腊梅, 牌, 250g, 枣, 肠","腊梅","1","南京, 特产, 南京","3","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","腊梅","10717745","0","南京"
"【老南京特产】南京腊梅牌400g香肠","【, 老, 南京, 特产, 】, 南京, 腊梅, 牌, 400g, 香肠","腊梅","1","南京, 特产, 南京, 香肠","4","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","腊梅","10717121","0","南京"
"【老南京特产】南京腊梅牌礼盒香肠2500g","【, 老, 南京, 特产, 】, 南京, 腊梅, 牌, 礼盒, 香肠, 2500g","腊梅","1","南京, 特产, 南京, 礼盒, 香肠","5","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","腊梅","10717110","0","南京, 香肠"
"【老南京特产】南京腊梅牌香肚枣肠礼盒 600g","【, 老, 南京, 特产, 】, 南京, 腊梅, 牌, 香, 肚, 枣, 肠, 礼盒, 600g","腊梅","1","南京, 特产, 南京, 礼盒","4","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","腊梅","10717756","0","南京"
"【艺福堂】 功夫茶具 紫砂茶杯 茶道茶盘零配 紫砂仿真杯 纯手工","【, 艺福堂, 】, 功夫茶具, 紫, 砂, 茶杯, 茶道, 茶盘, 零配, 紫, 砂, 仿真, 杯, 纯, 手工","艺福堂","1","功夫茶具, 茶杯, 茶道, 茶盘, 零配, 仿真, 杯","7","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","艺福堂","11098025","0","功夫茶具, 茶盘, 仿真"
"【艺福堂】 好运连年 睡莲人 工夫茶宠-茶盘饰品 茶具茶道零配","【, 艺福堂, 】, 好运, 连年, 睡莲, 人, 工夫, 茶, 宠, -, 茶盘, 饰品, 茶具, 茶道, 零配","艺福堂","99999","茶, 茶盘, 饰品, 茶具, 茶道, 零配","6","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","艺福堂","11098003","0","茶, 茶盘, 茶具"
"【艺福堂】 寅韵壶 工夫茶具 紫砂壶 宜兴 正品 茶壶","【, 艺福堂, 】, 寅, 韵, 壶, 工夫, 茶具, 紫砂壶, 宜兴, 正品, 茶壶","艺福堂","1","茶具, 茶壶","2","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","艺福堂","11096201","0","茶具"
"【艺福堂】 工夫茶具 紫砂壶 茶壶 西施壶（红） 气韵温雅","【, 艺福堂, 】, 工夫, 茶具, 紫砂壶, 茶壶, 西施, 壶, （, 红, ）, 气韵, 温雅","艺福堂","1","茶具, 茶壶","2","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","艺福堂","11068169","0","茶具, 茶壶"
"【艺福堂】 工夫茶宠-茶盘饰品 吉祥富贵蚌 茶具茶道零配","【, 艺福堂, 】, 工夫, 茶, 宠, -, 茶盘, 饰品, 吉祥, 富贵, 蚌, 茶具, 茶道, 零配","艺福堂","99999","茶, 茶盘, 饰品, 茶具, 茶道, 零配","6","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","艺福堂","11098014","0","茶, 茶盘, 茶具"
"【艺福堂】 正宗宜兴 奇神紫砂 心心相印茶具套装 原矿紫泥 精品推荐","【, 艺福堂, 】, 正宗, 宜兴, 奇, 神, 紫, 砂, 心心相印, 茶具, 套装, 原矿, 紫, 泥, 精品, 推荐","艺福堂","1","茶具, 套装","2","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","艺福堂","11097997","0","茶具"
"【艺福堂】 福猪壶 工夫茶具 紫砂壶 宜兴 正品 茶壶","【, 艺福堂, 】, 福, 猪, 壶, 工夫, 茶具, 紫砂壶, 宜兴, 正品, 茶壶","艺福堂","1","茶具, 茶壶","2","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","艺福堂","11064838","0","茶具"
"【艺福堂】 紫砂壶 宜兴 正品 文旦壶 工夫茶具 茶壶","【, 艺福堂, 】, 紫砂壶, 宜兴, 正品, 文旦, 壶, 工夫, 茶具, 茶壶","艺福堂","1","茶具, 茶壶","2","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","艺福堂","11068158","0","茶具"
"【艺福堂】功夫茶具 紫砂茶杯 茶道茶盘零配 三脚仿真杯 纯手工","【, 艺福堂, 】, 功夫茶具, 紫, 砂, 茶杯, 茶道, 茶盘, 零配, 三脚, 仿真, 杯, 纯, 手工","艺福堂","1","功夫茶具, 茶杯, 茶道, 茶盘, 零配, 仿真, 杯","7","0-5135-17242-17247:食品、饮料、酒水-地方特产-江苏特产","艺福堂","11098047","0","功夫茶具, 茶盘, 仿真"
