"商品名","分词结果","品牌词","品牌数","类别词","类别数","原始类别","原始品牌","商品CODE","标注类别词"
"兄弟(brother)TZ-231 12mm 白底黑字 标签色带 (适用 PT-1280 PT-2700)","兄弟, (, brother, ), TZ-231, 12mm, 白底黑字, 标签, 色带, (, 适用, PT-1280, PT-2700, )","兄弟","1","标签, 色带","2","0-361-16611-17965-19466:办公用品-办公耗材.-标签机耗材-色带","兄弟","10801055","标签, 色带"
"兄弟(brother)TZ-241 18mm 白底黑字 标签色带 (适用 PT-2700 PT-18R)","兄弟, (, brother, ), TZ-241, 18mm, 白底黑字, 标签, 色带, (, 适用, PT-2700, PT-18R, )","兄弟","1","标签, 色带","2","0-361-16611-17965-19466:办公用品-办公耗材.-标签机耗材-色带","兄弟","10801022","标签, 色带"
"兄弟(brother)TZ-251 24mm 白底黑字 标签色带","兄弟, (, brother, ), TZ-251, 24mm, 白底黑字, 标签, 色带","兄弟","1","标签, 色带","2","0-361-16611-17965-19466:办公用品-办公耗材.-标签机耗材-色带","兄弟","10801066","标签, 色带"
"兄弟(brother)TZ-261 36mm 白底黑字 标签色带","兄弟, (, brother, ), TZ-261, 36mm, 白底黑字, 标签, 色带","兄弟","1","标签, 色带","2","0-361-16611-17965-19466:办公用品-办公耗材.-标签机耗材-色带","兄弟","10801044","标签, 色带"
"兄弟(brother)TZ-511 6mm 蓝底黑字 标签色带","兄弟, (, brother, ), TZ-511, 6mm, 蓝, 底, 黑字, 标签, 色带","兄弟","1","标签, 色带","2","0-361-16611-17965-19466:办公用品-办公耗材.-标签机耗材-色带","兄弟","10801088","标签, 色带"
"兄弟(brother)TZ-621 9mm 黄底黑字 标签色带","兄弟, (, brother, ), TZ-621, 9mm, 黄底, 黑字, 标签, 色带","兄弟","1","标签, 色带","2","0-361-16611-17965-19466:办公用品-办公耗材.-标签机耗材-色带","兄弟","10297106","标签, 色带"
"兄弟(brother)TZ-631 12mm 黄底黑字 标签色带 (适用 PT-1280 PT-2700)","兄弟, (, brother, ), TZ-631, 12mm, 黄底, 黑字, 标签, 色带, (, 适用, PT-1280, PT-2700, )","兄弟","1","标签, 色带","2","0-361-16611-17965-19466:办公用品-办公耗材.-标签机耗材-色带","兄弟","10801077","标签, 色带"
"三木 9420 电子点钞机","三木, 9420, 电子, 点钞机","三木","1","电子, 点钞机","2","0-361-16628-16637-16650:办公用品-办公设备.-财务设备-点钞/验钞机","三木","9671072","电子, 点钞机"
"三木 9440电子点钞机","三木, 9440, 电子, 点钞机","三木","1","电子, 点钞机","2","0-361-16628-16637-16650:办公用品-办公设备.-财务设备-点钞/验钞机","三木","9671083","电子, 点钞机"
"1号店专用点钞机 凯丰 KF2000-C2","1, 号, 店, 专用, 点钞机, 凯丰, KF2000-C2","凯丰","1","点钞机","1","0-361-16628-16637-16650:办公用品-办公设备.-财务设备-点钞/验钞机","凯丰","11472267","点钞机"
"凯丰 KF2000-C2点钞机","凯丰, KF2000-C2, 点钞机","凯丰","1","点钞机","1","0-361-16628-16637-16650:办公用品-办公设备.-财务设备-点钞/验钞机","凯丰","9542410","点钞机"
"凯丰 KF2000-C3点钞机","凯丰, KF2000-C3, 点钞机","凯丰","1","点钞机","1","0-361-16628-16637-16650:办公用品-办公设备.-财务设备-点钞/验钞机","凯丰","10799492","点钞机"
"凯丰 KF2000-D500点钞机","凯丰, KF2000-D500, 点钞机","凯丰","1","点钞机","1","0-361-16628-16637-16650:办公用品-办公设备.-财务设备-点钞/验钞机","凯丰","10799481","点钞机"
"凯丰 KF2000-F2点钞机","凯丰, KF2000-F2, 点钞机","凯丰","1","点钞机","1","0-361-16628-16637-16650:办公用品-办公设备.-财务设备-点钞/验钞机","凯丰","10799470","点钞机"
"凯丰 点钞KF2000-C5白色","凯丰, 点钞, KF2000-C5, 白色","凯丰","1","点钞","1","0-361-16628-16637-16650:办公用品-办公设备.-财务设备-点钞/验钞机","凯丰","10073913","点钞"
"凯丰 点钞KF2000-F5A蓝色","凯丰, 点钞, KF2000-F5A, 蓝色","凯丰","1","点钞","1","0-361-16628-16637-16650:办公用品-办公设备.-财务设备-点钞/验钞机","凯丰","10073924","点钞"
"堡迪 DB2000－E4智能鉴伪点钞机","堡迪, DB2000, －, E4, 智能, 鉴, 伪, 点钞机","堡迪","1","点钞机","1","0-361-16628-16637-16650:办公用品-办公设备.-财务设备-点钞/验钞机","堡迪","10486869","点钞机"
"堡迪 DB2000－F3智能鉴伪点钞机","堡迪, DB2000, －, F3, 智能, 鉴, 伪, 点钞机","堡迪","1","点钞机","1","0-361-16628-16637-16650:办公用品-办公设备.-财务设备-点钞/验钞机","堡迪","10486858","点钞机"
"齐心 点钞机wjd-2000","齐心, 点钞机, wjd-2000","齐心","1","点钞机","1","0-361-16628-16637-16650:办公用品-办公设备.-财务设备-点钞/验钞机","齐心","10374966","点钞机"
"三星 SCX-4500一体机","三星, SCX-4500, 一体机","三星","1","一体机","1","0-361-16628-16639-16655:办公用品-办公设备.-一体机.-激光一体机.","三星","9988221",""
"三星 SCX-4824HN一体机","三星, SCX-4824HN, 一体机","三星","1","一体机","1","0-361-16628-16639-16655:办公用品-办公设备.-一体机.-激光一体机.","三星","9988210",""
"三星 SF-565PR/XIL一体机","三星, SF-565PR/XIL, 一体机","三星","1","一体机","1","0-361-16628-16639-16655:办公用品-办公设备.-一体机.-激光一体机.","三星","9988174",""
"三星SCX-3201多功能一体机","三星, SCX-3201, 多功能一体机","三星","1","多功能一体机","1","0-361-16628-16639-16655:办公用品-办公设备.-一体机.-激光一体机.","三星","10164166","多功能一体机"
"三星SCX-4321一体机","三星, SCX-4321, 一体机","三星","1","一体机","1","0-361-16628-16639-16655:办公用品-办公设备.-一体机.-激光一体机.","三星","9988196",""
"三星SCX-4521F/XIL一体机","三星, SCX-4521F/XIL, 一体机","三星","1","一体机","1","0-361-16628-16639-16655:办公用品-办公设备.-一体机.-激光一体机.","三星","9988209",""
"三星SCX-4623FH一体机","三星, SCX-4623FH, 一体机","三星","1","一体机","1","0-361-16628-16639-16655:办公用品-办公设备.-一体机.-激光一体机.","三星","9988356",""
"三星SF-560R/XIL一体机","三星, SF-560R/XIL, 一体机","三星","1","一体机","1","0-361-16628-16639-16655:办公用品-办公设备.-一体机.-激光一体机.","三星","9988163",""
"三星SF-370传真机","三星, SF-370, 传真机","三星","1","传真机","1","0-361-16628-16640-16658:办公用品-办公设备.-传真机.-喷墨传真机.","三星","9988141","传真机"
"三星sf-371P传真机","三星, sf-371P, 传真机","三星","1","传真机","1","0-361-16628-16640-16658:办公用品-办公设备.-传真机.-喷墨传真机.","三星","9988152","传真机"
"塑封膜(A4 6.5c)","塑封膜, (, A4, 6.5c, )","","0","塑封膜","1","0-361-16628-16641-16660:办公用品-办公设备.-装订配件-塑封膜","其他","9673012","塑封膜"
"星月牌10C塑封膜","星月, 牌, 10C, 塑封膜","星月","1","塑封膜","1","0-361-16628-16641-16660:办公用品-办公设备.-装订配件-塑封膜","星月","9995862","塑封膜"
"普乐士 BF-041S电子白板（含支架）白色","普乐士, BF-041S, 电子白板, （, 含, 支架, ）, 白色","普乐士","1","电子白板","1","0-361-16628-16642-16663:办公用品-办公设备.-会议设备-电子白板","PLUS(普乐士）","10126199","电子白板"
"普乐士 BF-041W电子白板（含支架）白色","普乐士, BF-041W, 电子白板, （, 含, 支架, ）, 白色","普乐士","1","电子白板","1","0-361-16628-16642-16663:办公用品-办公设备.-会议设备-电子白板","PLUS(普乐士）","10126202","电子白板"
"普乐士 C-12S电子白板（含支架和打印机）白色","普乐士, C-12S, 电子白板, （, 含, 支架, 和, 打印机, ）, 白色","普乐士","1","电子白板","1","0-361-16628-16642-16663:办公用品-办公设备.-会议设备-电子白板","PLUS(普乐士）","10126268","电子白板"
"普乐士 C-12W电子白板（含支架和打印机）白色","普乐士, C-12W, 电子白板, （, 含, 支架, 和, 打印机, ）, 白色","普乐士","1","电子白板","1","0-361-16628-16642-16663:办公用品-办公设备.-会议设备-电子白板","PLUS(普乐士）","10126279","电子白板"
"普乐士 CR-5电子白板（含带打印机托盘支架）白色","普乐士, CR-5, 电子白板, （, 含, 带, 打印机, 托盘, 支架, ）, 白色","普乐士","1","电子白板","1","0-361-16628-16642-16663:办公用品-办公设备.-会议设备-电子白板","PLUS(普乐士）","10126291","电子白板"
"普乐士 CR-5电子白板（含支架）白色","普乐士, CR-5, 电子白板, （, 含, 支架, ）, 白色","普乐士","1","电子白板","1","0-361-16628-16642-16663:办公用品-办公设备.-会议设备-电子白板","PLUS(普乐士）","10126280","电子白板"
"普乐士 M-125S电子白板（含支架和打印机）白色","普乐士, M-125S, 电子白板, （, 含, 支架, 和, 打印机, ）, 白色","普乐士","1","电子白板","1","0-361-16628-16642-16663:办公用品-办公设备.-会议设备-电子白板","PLUS(普乐士）","10126257","电子白板"
"普乐士 M-12NS电子白板（含支架和打印机）白色","普乐士, M-12NS, 电子白板, （, 含, 支架, 和, 打印机, ）, 白色","普乐士","1","电子白板","1","0-361-16628-16642-16663:办公用品-办公设备.-会议设备-电子白板","PLUS(普乐士）","10126213","电子白板"
"普乐士 M-12NW电子白板（含支架和打印机）白色","普乐士, M-12NW, 电子白板, （, 含, 支架, 和, 打印机, ）, 白色","普乐士","1","电子白板","1","0-361-16628-16642-16663:办公用品-办公设备.-会议设备-电子白板","PLUS(普乐士）","10126224","电子白板"
"普乐士 M-12S电子白板（含支架和打印机）白色","普乐士, M-12S, 电子白板, （, 含, 支架, 和, 打印机, ）, 白色","普乐士","1","电子白板","1","0-361-16628-16642-16663:办公用品-办公设备.-会议设备-电子白板","PLUS(普乐士）","10126235","电子白板"
"普乐士 M-12W电子白板（含支架和打印机）白色","普乐士, M-12W, 电子白板, （, 含, 支架, 和, 打印机, ）, 白色","普乐士","1","电子白板","1","0-361-16628-16642-16663:办公用品-办公设备.-会议设备-电子白板","PLUS(普乐士）","10126246","电子白板"
"三洋(SANYO) PDG-DHT1000CL 投影机","三洋, (, SANYO, ), PDG-DHT1000CL, 投影机","三洋","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","三洋","11065091","投影机"
"三洋(SANYO) PDG-DSU3000C 投影机","三洋, (, SANYO, ), PDG-DSU3000C, 投影机","三洋","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","三洋","11064974","投影机"
"三洋(SANYO) PDG-DWL2500C 投影机","三洋, (, SANYO, ), PDG-DWL2500C, 投影机","三洋","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","三洋","11065080","投影机"
"三洋(SANYO) PDG-DXL1000C 投影机","三洋, (, SANYO, ), PDG-DXL1000C, 投影机","三洋","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","三洋","11065079","投影机"
"三洋(SANYO) PLC-WL2500C 投影机","三洋, (, SANYO, ), PLC-WL2500C, 投影机","三洋","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","三洋","11065068","投影机"
"三洋(SANYO) PLC-XC570C 投影机","三洋, (, SANYO, ), PLC-XC570C, 投影机","三洋","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","三洋","11065035","投影机"
"三洋(SANYO) PLC-XF4700C 投影机","三洋, (, SANYO, ), PLC-XF4700C, 投影机","三洋","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","三洋","11065386","投影机"
"三洋(SANYO) PLC-XF7100C 投影机","三洋, (, SANYO, ), PLC-XF7100C, 投影机","三洋","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","三洋","11065375","投影机"
"三洋(SANYO) PLC-XM1000C 投影机","三洋, (, SANYO, ), PLC-XM1000C, 投影机","三洋","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","三洋","11065137","投影机"
"三洋(SANYO) PLC-XM1500C 投影机","三洋, (, SANYO, ), PLC-XM1500C, 投影机","三洋","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","三洋","11065342","投影机"
"三洋(SANYO) PLC-XP1000C 投影机","三洋, (, SANYO, ), PLC-XP1000C, 投影机","三洋","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","三洋","11065353","投影机"
"三洋(SANYO) PLC-XP2000C 投影机","三洋, (, SANYO, ), PLC-XP2000C, 投影机","三洋","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","三洋","11065364","投影机"
"三洋(SANYO) PLC-XR2600C 投影机","三洋, (, SANYO, ), PLC-XR2600C, 投影机","三洋","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","三洋","11064985","投影机"
"三洋(SANYO) PLC-XU1060C 投影机","三洋, (, SANYO, ), PLC-XU1060C, 投影机","三洋","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","三洋","11065115","投影机"
"三洋(SANYO) PLC-XU1160C 投影机","三洋, (, SANYO, ), PLC-XU1160C, 投影机","三洋","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","三洋","11065126","投影机"
"三洋(SANYO) PLC-XU300C 投影机","三洋, (, SANYO, ), PLC-XU300C, 投影机","三洋","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","三洋","11065002","投影机"
"三洋(SANYO) PLC-XU350C 投影机","三洋, (, SANYO, ), PLC-XU350C, 投影机","三洋","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","三洋","11065013","投影机"
"三洋(SANYO) PLC-XU351C 投影机","三洋, (, SANYO, ), PLC-XU351C, 投影机","三洋","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","三洋","11065024","投影机"
"三洋(SANYO) PLC-XU4010C 投影机","三洋, (, SANYO, ), PLC-XU4010C, 投影机","三洋","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","三洋","11065046","投影机"
"三洋(SANYO) PLC-XU4050C 投影机","三洋, (, SANYO, ), PLC-XU4050C, 投影机","三洋","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","三洋","11065057","投影机"
"三洋(SANYO) PLC-XW300C 投影机","三洋, (, SANYO, ), PLC-XW300C, 投影机","三洋","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","三洋","11064996","投影机"
"三洋(SANYO) PLC-ZM5000CL 投影机","三洋, (, SANYO, ), PLC-ZM5000CL, 投影机","三洋","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","三洋","11065104","投影机"
"优派(ViewSonic) PJD5112 投影机","优派, (, ViewSonic, ), PJD5112, 投影机","优派","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","优派","10660636","投影机"
"优派(ViewSonic) PJD5122. 投影机","优派, (, ViewSonic, ), PJD5122, ., 投影机","优派","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","优派","10660625","投影机"
"优派(ViewSonic) PJD5352 投影机","优派, (, ViewSonic, ), PJD5352, 投影机","优派","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","优派","10660716","投影机"
"优派(ViewSonic) PJD6211 投影机","优派, (, ViewSonic, ), PJD6211, 投影机","优派","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","优派","10660669","投影机"
"优派(ViewSonic) PJD6212 投影机","优派, (, ViewSonic, ), PJD6212, 投影机","优派","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","优派","10660670","投影机"
"优派(ViewSonic) PJD6221 投影机","优派, (, ViewSonic, ), PJD6221, 投影机","优派","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","优派","10660681","投影机"
"优派(ViewSonic) PJD6241 投影机","优派, (, ViewSonic, ), PJD6241, 投影机","优派","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","优派","10660692","投影机"
"优派(ViewSonic) PJD6251 投影机","优派, (, ViewSonic, ), PJD6251, 投影机","优派","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","优派","10660705","投影机"
"优派(ViewSonic) PJD6381 投影机","优派, (, ViewSonic, ), PJD6381, 投影机","优派","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","优派","10660727","投影机"
"优派(ViewSonic) PJD7382 投影机","优派, (, ViewSonic, ), PJD7382, 投影机","优派","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","优派","10660738","投影机"
"优派(ViewSonic) PJL7602 投影机","优派, (, ViewSonic, ), PJL7602, 投影机","优派","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","优派","10660772","投影机"
"优派(ViewSonic) PJL9250 投影机","优派, (, ViewSonic, ), PJL9250, 投影机","优派","1","投影机","1","0-361-16628-16642-16665:办公用品-办公设备.-会议设备-投影机.","优派","10660783","投影机"
